request_id,department,request_type,created_date,status,closed_date,days_open,council_district,priority
SR-102004,Water Utilities,Water Main Break,2025-08-04,Closed,2025-08-10,6,2,High
SR-101899,Water Utilities,Meter Reading Issue,2025-08-04,Closed,2025-08-07,3,1,Medium
SR-102184,Code Enforcement,Noise Complaint,2025-08-04,Resolved,2025-08-05,1,2,Low
SR-101368,Public Works,Storm Drain Blocked,2025-08-05,Closed,2025-08-11,6,1,Low
SR-100062,Parks & Recreation,Tree Trimming Request,2025-08-05,Resolved,2025-08-08,3,1,Medium
SR-101003,Code Enforcement,Noise Complaint,2025-08-06,Open,,400,1,Low
SR-100433,Water Utilities,Billing Inquiry,2025-08-06,Closed,2025-08-16,10,5,Medium
SR-101931,Parks & Recreation,Tree Trimming Request,2025-08-06,Resolved,2025-08-17,11,4,Medium
SR-101987,Parks & Recreation,Park Maintenance,2025-08-07,Open,,399,5,Low
SR-101921,Planning,Sign Violation,2025-08-07,Closed,2025-08-13,6,4,Low
SR-101163,Parks & Recreation,Tree Trimming Request,2025-08-07,Resolved,2025-08-08,1,1,Low
SR-100948,Planning,Land Use Complaint,2025-08-08,Resolved,2025-08-17,9,1,Low
SR-100318,Public Works,Sidewalk Damage,2025-08-08,Closed,2025-08-26,18,2,Medium
SR-100335,Public Works,Pothole Repair,2025-08-08,In Progress,,398,5,Medium
SR-100895,Public Works,Sidewalk Damage,2025-08-08,Closed,2025-08-23,15,2,Low
SR-101735,Animal Control,Animal Bite Report,2025-08-08,Resolved,2025-08-31,23,5,Medium
SR-101595,Code Enforcement,Overgrown Lot,2025-08-08,Resolved,2025-08-10,2,4,Medium
SR-100246,Water Utilities,Low Water Pressure,2025-08-08,In Progress,,398,2,Low
SR-100839,Parks & Recreation,Park Maintenance,2025-08-09,Closed,2025-08-27,18,4,Low
SR-101690,Public Works,Street Light Outage,2025-08-09,In Progress,,397,2,Low
SR-100822,Water Utilities,Water Main Break,2025-08-09,In Progress,,397,4,High
SR-101276,Parks & Recreation,Park Maintenance,2025-08-09,Closed,2025-09-02,24,3,Low
SR-101271,Water Utilities,Low Water Pressure,2025-08-09,Open,,397,4,Medium
SR-100715,Code Enforcement,Illegal Dumping,2025-08-09,Resolved,2025-08-28,19,3,Low
SR-100993,Water Utilities,Low Water Pressure,2025-08-09,Closed,2025-09-11,33,2,Low
SR-101147,Planning,Permit Question,2025-08-09,Open,,397,2,Medium
SR-101485,Water Utilities,Water Main Break,2025-08-09,Closed,2025-08-21,12,2,Medium
SR-102203,Water Utilities,Water Main Break,2025-08-09,In Progress,,397,4,Low
SR-102237,Public Works,Sidewalk Damage,2025-08-10,In Progress,,396,5,Medium
SR-101677,Public Works,Sidewalk Damage,2025-08-11,Open,,395,3,Low
SR-101374,Water Utilities,Water Main Break,2025-08-12,In Progress,,394,1,Low
SR-101398,Public Works,Street Light Outage,2025-08-12,Resolved,2025-08-17,5,2,Medium
SR-101954,Water Utilities,Low Water Pressure,2025-08-12,In Progress,,394,3,Low
SR-100688,Public Works,Storm Drain Blocked,2025-08-12,Resolved,2025-08-14,2,1,Low
SR-102085,Public Works,Road Debris,2025-08-13,Closed,2025-10-15,63,5,Medium
SR-100109,Planning,Land Use Complaint,2025-08-13,Resolved,2025-08-28,15,1,Medium
SR-100894,Public Works,Road Debris,2025-08-13,In Progress,,393,3,Low
SR-102318,Public Works,Sidewalk Damage,2025-08-13,Open,,393,1,Medium
SR-102100,Code Enforcement,Abandoned Vehicle,2025-08-13,Closed,2025-08-19,6,4,Low
SR-100144,Planning,Sign Violation,2025-08-14,In Progress,,392,2,Medium
SR-102450,Code Enforcement,Unsafe Structure,2025-08-14,Open,,392,4,High
SR-100178,Animal Control,Barking Complaint,2025-08-14,Resolved,2025-08-20,6,3,Medium
SR-100341,Code Enforcement,Noise Complaint,2025-08-14,Closed,2025-09-03,20,2,Low
SR-100292,Code Enforcement,Unsafe Structure,2025-08-14,Resolved,2025-08-15,1,2,Low
SR-101823,Public Works,Sidewalk Damage,2025-08-14,Resolved,2025-08-19,5,5,High
SR-100937,Public Works,Storm Drain Blocked,2025-08-14,Resolved,2025-08-28,14,3,Low
SR-101550,Water Utilities,Low Water Pressure,2025-08-15,Resolved,2025-09-02,18,4,Low
SR-100281,Public Works,Street Light Outage,2025-08-15,Resolved,2025-08-20,5,2,Medium
SR-102389,Code Enforcement,Abandoned Vehicle,2025-08-15,Resolved,2025-08-17,2,3,Medium
SR-100867,Planning,Land Use Complaint,2025-08-15,Closed,2025-09-04,20,5,Medium
SR-100346,Code Enforcement,Noise Complaint,2025-08-15,Resolved,2025-09-01,17,4,High
SR-100190,Parks & Recreation,Trail Erosion,2025-08-15,Resolved,2025-08-25,10,5,Low
SR-100331,Code Enforcement,Unsafe Structure,2025-08-15,Closed,2025-08-16,1,1,Low
SR-100287,Planning,Permit Question,2025-08-16,Closed,2025-08-21,5,3,Low
SR-100319,Public Works,Pothole Repair,2025-08-16,Open,,390,2,Medium
SR-101561,Code Enforcement,Illegal Dumping,2025-08-16,Closed,2025-08-28,12,5,Medium
SR-101288,Public Works,Street Light Outage,2025-08-16,Closed,2025-09-01,16,2,Low
SR-101656,Public Works,Sidewalk Damage,2025-08-16,In Progress,,390,5,Low
SR-101814,Parks & Recreation,Playground Equipment Damage,2025-08-17,Resolved,2025-08-24,7,1,High
SR-100930,Water Utilities,Water Main Break,2025-08-17,In Progress,,389,2,Low
SR-100683,Water Utilities,Low Water Pressure,2025-08-17,Resolved,2025-09-04,18,1,High
SR-100577,Animal Control,Barking Complaint,2025-08-17,Closed,2025-08-24,7,2,Medium
SR-100885,Code Enforcement,Unsafe Structure,2025-08-18,Resolved,2025-09-18,31,4,Low
SR-101659,Water Utilities,Low Water Pressure,2025-08-18,Resolved,2025-08-29,11,3,Low
SR-101017,Public Works,Street Light Outage,2025-08-18,Open,,388,5,High
SR-102055,Parks & Recreation,Park Maintenance,2025-08-18,Resolved,2025-08-19,1,1,Low
SR-100946,Animal Control,Wildlife Concern,2025-08-19,In Progress,,387,5,Low
SR-101372,Public Works,Storm Drain Blocked,2025-08-19,Resolved,2025-08-25,6,2,Low
SR-101810,Code Enforcement,Noise Complaint,2025-08-19,Resolved,2025-08-29,10,4,Low
SR-101979,Public Works,Street Light Outage,2025-08-19,In Progress,,387,4,Low
SR-100019,Public Works,Pothole Repair,2025-08-19,In Progress,,387,3,Low
SR-101347,Public Works,Storm Drain Blocked,2025-08-20,Closed,2025-09-04,15,1,Medium
SR-102137,Code Enforcement,Abandoned Vehicle,2025-08-20,In Progress,,386,3,Low
SR-100031,Parks & Recreation,Playground Equipment Damage,2025-08-21,Closed,2025-08-26,5,3,High
SR-101785,Water Utilities,Water Main Break,2025-08-21,Closed,2025-09-17,27,5,Low
SR-101314,Planning,Sign Violation,2025-08-21,Resolved,2025-09-04,14,3,Low
SR-100408,Code Enforcement,Overgrown Lot,2025-08-21,Open,,385,3,Low
SR-101917,Public Works,Road Debris,2025-08-22,Resolved,2025-09-13,22,3,Low
SR-101692,Animal Control,Wildlife Concern,2025-08-22,Closed,2025-08-25,3,2,Medium
SR-100384,Animal Control,Barking Complaint,2025-08-22,Resolved,2025-08-28,6,5,Low
SR-101559,Planning,Land Use Complaint,2025-08-22,Open,,384,1,Low
SR-101247,Code Enforcement,Illegal Dumping,2025-08-22,In Progress,,384,1,High
SR-101175,Public Works,Road Debris,2025-08-23,Closed,2025-08-25,2,2,Low
SR-101482,Animal Control,Wildlife Concern,2025-08-23,Resolved,2025-09-11,19,3,Low
SR-100998,Water Utilities,Meter Reading Issue,2025-08-23,In Progress,,383,5,Low
SR-100296,Planning,Permit Question,2025-08-23,Resolved,2025-08-26,3,5,Low
SR-101737,Planning,Permit Question,2025-08-23,In Progress,,383,4,Medium
SR-101328,Public Works,Sidewalk Damage,2025-08-23,Resolved,2025-09-18,26,3,Low
SR-100800,Code Enforcement,Illegal Dumping,2025-08-24,Closed,2025-08-29,5,1,Low
SR-101851,Planning,Land Use Complaint,2025-08-24,Closed,2025-09-02,9,2,Medium
SR-100887,Parks & Recreation,Tree Trimming Request,2025-08-24,Resolved,2025-08-24,0,3,Low
SR-100706,Planning,Permit Question,2025-08-24,Resolved,2025-09-08,15,2,High
SR-100113,Animal Control,Animal Bite Report,2025-08-24,Closed,2025-08-30,6,3,High
SR-100559,Animal Control,Wildlife Concern,2025-08-24,Closed,2025-08-27,3,5,Low
SR-101095,Public Works,Sidewalk Damage,2025-08-24,In Progress,,382,1,Medium
SR-100420,Public Works,Sidewalk Damage,2025-08-24,Closed,2025-08-24,0,5,Low
SR-100842,Planning,Zoning Inquiry,2025-08-25,Resolved,2025-08-25,0,1,Low
SR-100623,Planning,Sign Violation,2025-08-25,Resolved,2025-09-04,10,2,High
SR-100984,Parks & Recreation,Park Maintenance,2025-08-25,In Progress,,381,4,Medium
SR-100571,Water Utilities,Billing Inquiry,2025-08-25,Closed,2025-08-31,6,5,Medium
SR-101013,Public Works,Storm Drain Blocked,2025-08-26,Resolved,2025-09-03,8,4,High
SR-102411,Planning,Sign Violation,2025-08-27,Resolved,2025-09-05,9,1,Low
SR-102431,Water Utilities,Meter Reading Issue,2025-08-28,Closed,2025-09-29,32,2,Low
SR-101709,Public Works,Pothole Repair,2025-08-28,Resolved,2025-09-11,14,4,High
SR-101653,Parks & Recreation,Tree Trimming Request,2025-08-29,In Progress,,377,4,Medium
SR-102416,Code Enforcement,Unsafe Structure,2025-08-29,Resolved,2025-08-29,0,2,Low
SR-101841,Water Utilities,Low Water Pressure,2025-08-29,In Progress,,377,5,Low
SR-101720,Public Works,Pothole Repair,2025-08-29,Open,,377,4,Low
SR-101972,Public Works,Storm Drain Blocked,2025-08-30,In Progress,,376,4,Medium
SR-102110,Public Works,Street Light Outage,2025-08-30,Closed,2025-10-03,34,2,Low
SR-101839,Water Utilities,Billing Inquiry,2025-08-30,Resolved,2025-09-12,13,5,Medium
SR-100203,Public Works,Storm Drain Blocked,2025-08-30,Resolved,2025-09-03,4,1,High
SR-102294,Water Utilities,Billing Inquiry,2025-08-30,Closed,2025-09-04,5,3,Low
SR-100188,Public Works,Storm Drain Blocked,2025-08-30,In Progress,,376,4,Low
SR-100901,Public Works,Sidewalk Damage,2025-08-31,In Progress,,375,1,Low
SR-100017,Public Works,Sidewalk Damage,2025-08-31,Closed,2025-09-02,2,5,Low
SR-100106,Public Works,Pothole Repair,2025-08-31,Closed,2025-08-31,0,2,Medium
SR-101255,Water Utilities,Billing Inquiry,2025-08-31,In Progress,,375,4,Low
SR-101568,Planning,Zoning Inquiry,2025-09-01,Closed,2025-10-16,45,5,Low
SR-102491,Code Enforcement,Illegal Dumping,2025-09-01,In Progress,,374,1,Medium
SR-102046,Planning,Permit Question,2025-09-01,Closed,2025-09-09,8,4,Low
SR-102308,Planning,Permit Question,2025-09-01,Open,,374,1,Medium
SR-101251,Planning,Sign Violation,2025-09-01,Closed,2025-09-07,6,2,Medium
SR-100587,Animal Control,Barking Complaint,2025-09-01,In Progress,,374,3,Low
SR-101146,Code Enforcement,Overgrown Lot,2025-09-01,Resolved,2025-09-01,0,5,Low
SR-102180,Public Works,Street Light Outage,2025-09-02,In Progress,,373,4,Medium
SR-100640,Parks & Recreation,Tree Trimming Request,2025-09-02,In Progress,,373,3,Medium
SR-102002,Planning,Sign Violation,2025-09-03,Resolved,2025-09-03,0,5,Medium
SR-101815,Code Enforcement,Overgrown Lot,2025-09-03,Resolved,2025-09-29,26,4,High
SR-101593,Parks & Recreation,Trail Erosion,2025-09-03,Resolved,2025-09-12,9,2,Low
SR-100051,Code Enforcement,Noise Complaint,2025-09-04,Resolved,2025-09-04,0,3,Medium
SR-101476,Animal Control,Wildlife Concern,2025-09-05,Closed,2025-09-08,3,5,Medium
SR-101463,Code Enforcement,Abandoned Vehicle,2025-09-05,Closed,2025-09-21,16,3,Medium
SR-100609,Animal Control,Stray Animal,2025-09-06,Open,,369,4,Low
SR-101047,Water Utilities,Low Water Pressure,2025-09-06,Open,,369,2,Medium
SR-101984,Planning,Land Use Complaint,2025-09-06,Resolved,2025-09-10,4,3,Low
SR-100712,Planning,Land Use Complaint,2025-09-06,Open,,369,3,Medium
SR-101576,Public Works,Sidewalk Damage,2025-09-06,In Progress,,369,4,Low
SR-100988,Code Enforcement,Illegal Dumping,2025-09-07,Resolved,2025-09-29,22,3,Low
SR-102087,Water Utilities,Meter Reading Issue,2025-09-07,Closed,2025-09-18,11,1,High
SR-101307,Code Enforcement,Abandoned Vehicle,2025-09-08,Resolved,2025-09-25,17,4,Low
SR-100226,Animal Control,Wildlife Concern,2025-09-08,Closed,2025-09-08,0,2,High
SR-100656,Public Works,Road Debris,2025-09-08,Closed,2025-09-28,20,5,Low
SR-100166,Water Utilities,Low Water Pressure,2025-09-08,Resolved,2025-10-02,24,3,Low
SR-100442,Public Works,Sidewalk Damage,2025-09-09,Closed,2025-11-11,63,2,Medium
SR-101749,Parks & Recreation,Playground Equipment Damage,2025-09-09,Open,,366,4,Low
SR-101623,Parks & Recreation,Tree Trimming Request,2025-09-10,Closed,2025-09-21,11,2,High
SR-101784,Code Enforcement,Abandoned Vehicle,2025-09-10,Closed,2025-09-14,4,3,Low
SR-100704,Code Enforcement,Unsafe Structure,2025-09-10,Closed,2025-09-12,2,3,Low
SR-100098,Water Utilities,Meter Reading Issue,2025-09-10,Resolved,2025-10-31,51,2,Medium
SR-102440,Water Utilities,Meter Reading Issue,2025-09-11,Closed,2025-11-02,52,1,High
SR-100251,Parks & Recreation,Playground Equipment Damage,2025-09-11,In Progress,,364,5,Medium
SR-101421,Public Works,Street Light Outage,2025-09-11,Open,,364,1,Low
SR-101014,Parks & Recreation,Tree Trimming Request,2025-09-11,Closed,2025-09-13,2,1,Medium
SR-101407,Animal Control,Animal Bite Report,2025-09-11,Open,,364,5,Medium
SR-101216,Code Enforcement,Abandoned Vehicle,2025-09-11,Resolved,2025-09-11,0,5,Low
SR-100313,Planning,Permit Question,2025-09-11,Closed,2025-09-21,10,3,Low
SR-101548,Code Enforcement,Overgrown Lot,2025-09-12,Closed,2025-09-18,6,4,Low
SR-100950,Animal Control,Wildlife Concern,2025-09-12,Closed,2025-10-02,20,1,Medium
SR-101640,Code Enforcement,Noise Complaint,2025-09-12,Resolved,2025-09-30,18,5,Low
SR-101697,Public Works,Street Light Outage,2025-09-13,Open,,362,2,High
SR-100681,Public Works,Road Debris,2025-09-14,Closed,2025-09-18,4,2,Low
SR-101853,Planning,Zoning Inquiry,2025-09-14,Resolved,2025-11-11,58,2,Low
SR-100221,Parks & Recreation,Playground Equipment Damage,2025-09-14,Resolved,2025-09-21,7,4,Medium
SR-102058,Water Utilities,Water Main Break,2025-09-14,Closed,2025-09-15,1,4,Medium
SR-101864,Parks & Recreation,Trail Erosion,2025-09-14,In Progress,,361,2,Low
SR-100846,Water Utilities,Billing Inquiry,2025-09-15,Closed,2025-09-22,7,1,Low
SR-101351,Code Enforcement,Overgrown Lot,2025-09-16,Resolved,2025-09-22,6,2,Medium
SR-101843,Animal Control,Barking Complaint,2025-09-16,Closed,2025-09-17,1,4,Low
SR-100020,Water Utilities,Water Main Break,2025-09-16,Resolved,2025-09-16,0,1,Low
SR-101854,Planning,Zoning Inquiry,2025-09-16,In Progress,,359,2,High
SR-100256,Public Works,Street Light Outage,2025-09-16,Open,,359,4,Medium
SR-102039,Parks & Recreation,Playground Equipment Damage,2025-09-16,Resolved,2025-09-21,5,3,Low
SR-102188,Water Utilities,Low Water Pressure,2025-09-16,Closed,2025-10-05,19,2,Low
SR-100676,Public Works,Street Light Outage,2025-09-17,Resolved,2025-09-26,9,1,Low
SR-100336,Water Utilities,Water Main Break,2025-09-17,Closed,2025-10-06,19,3,High
SR-101885,Public Works,Pothole Repair,2025-09-17,Open,,358,3,Medium
SR-100549,Water Utilities,Billing Inquiry,2025-09-17,In Progress,,358,2,Medium
SR-100111,Planning,Permit Question,2025-09-18,Closed,2025-09-18,0,5,Medium
SR-100300,Water Utilities,Meter Reading Issue,2025-09-18,In Progress,,357,3,Low
SR-101722,Parks & Recreation,Trail Erosion,2025-09-18,Resolved,2025-09-21,3,1,Medium
SR-102033,Animal Control,Barking Complaint,2025-09-18,Resolved,2025-11-05,48,3,Low
SR-100865,Public Works,Road Debris,2025-09-19,Resolved,2025-10-02,13,3,Medium
SR-100181,Water Utilities,Water Main Break,2025-09-19,Closed,2025-09-27,8,4,High
SR-101628,Code Enforcement,Unsafe Structure,2025-09-19,Open,,356,2,Medium
SR-101813,Animal Control,Wildlife Concern,2025-09-19,Resolved,2025-10-10,21,1,Medium
SR-101507,Water Utilities,Meter Reading Issue,2025-09-20,In Progress,,355,5,Medium
SR-100274,Public Works,Sidewalk Damage,2025-09-20,Open,,355,4,Medium
SR-101484,Animal Control,Barking Complaint,2025-09-20,Closed,2025-09-22,2,1,Low
SR-101602,Public Works,Storm Drain Blocked,2025-09-20,Closed,2025-09-20,0,2,Low
SR-102224,Code Enforcement,Illegal Dumping,2025-09-21,Open,,354,3,Low
SR-101199,Code Enforcement,Unsafe Structure,2025-09-21,In Progress,,354,1,Low
SR-100891,Public Works,Storm Drain Blocked,2025-09-21,Resolved,2025-10-13,22,1,Medium
SR-102388,Animal Control,Animal Bite Report,2025-09-21,Open,,354,1,Low
SR-102391,Public Works,Sidewalk Damage,2025-09-21,Open,,354,3,High
SR-101875,Water Utilities,Meter Reading Issue,2025-09-21,In Progress,,354,1,Low
SR-100401,Animal Control,Animal Bite Report,2025-09-21,Open,,354,3,Medium
SR-100778,Code Enforcement,Abandoned Vehicle,2025-09-22,Resolved,2025-09-26,4,4,Low
SR-101408,Code Enforcement,Overgrown Lot,2025-09-22,Resolved,2025-10-22,30,5,Low
SR-102470,Water Utilities,Water Main Break,2025-09-22,In Progress,,353,2,Low
SR-100453,Animal Control,Wildlife Concern,2025-09-23,Closed,2025-10-14,21,5,Low
SR-101508,Parks & Recreation,Trail Erosion,2025-09-23,Closed,2025-09-23,0,1,Low
SR-101783,Public Works,Road Debris,2025-09-24,Closed,2025-10-03,9,3,Medium
SR-100393,Code Enforcement,Illegal Dumping,2025-09-24,Resolved,2025-09-29,5,5,Medium
SR-100087,Water Utilities,Low Water Pressure,2025-09-25,Closed,2025-10-15,20,3,Low
SR-101210,Water Utilities,Water Main Break,2025-09-25,Closed,2025-09-27,2,1,Medium
SR-100022,Animal Control,Wildlife Concern,2025-09-25,Resolved,2025-09-28,3,1,Low
SR-100150,Water Utilities,Meter Reading Issue,2025-09-25,Resolved,2025-10-07,12,2,High
SR-102108,Animal Control,Animal Bite Report,2025-09-26,In Progress,,349,5,Low
SR-101581,Public Works,Storm Drain Blocked,2025-09-26,In Progress,,349,5,Low
SR-101996,Water Utilities,Meter Reading Issue,2025-09-26,Closed,2025-10-11,15,2,Low
SR-102445,Code Enforcement,Unsafe Structure,2025-09-26,Resolved,2025-09-29,3,1,Medium
SR-100862,Planning,Land Use Complaint,2025-09-26,Open,,349,1,Low
SR-102119,Code Enforcement,Abandoned Vehicle,2025-09-26,In Progress,,349,4,Medium
SR-100768,Water Utilities,Water Main Break,2025-09-27,Closed,2025-10-10,13,2,Low
SR-101092,Code Enforcement,Illegal Dumping,2025-09-27,Resolved,2025-09-29,2,3,Medium
SR-101685,Water Utilities,Billing Inquiry,2025-09-27,Resolved,2025-10-21,24,3,Low
SR-102485,Code Enforcement,Noise Complaint,2025-09-27,In Progress,,348,4,Low
SR-101603,Planning,Sign Violation,2025-09-28,Resolved,2025-10-15,17,1,Low
SR-100000,Planning,Zoning Inquiry,2025-09-28,Resolved,2025-10-13,15,2,Low
SR-101551,Public Works,Pothole Repair,2025-09-29,Closed,2025-10-11,12,3,Low
SR-102213,Water Utilities,Low Water Pressure,2025-09-29,Closed,2025-10-01,2,1,Medium
SR-101483,Public Works,Sidewalk Damage,2025-09-29,Resolved,2025-10-10,11,3,Low
SR-101600,Water Utilities,Water Main Break,2025-09-29,Closed,2025-10-12,13,2,High
SR-101710,Public Works,Road Debris,2025-09-29,Resolved,2025-10-01,2,2,Medium
SR-100583,Planning,Land Use Complaint,2025-09-30,Resolved,2025-10-02,2,5,Medium
SR-100586,Public Works,Storm Drain Blocked,2025-09-30,In Progress,,345,4,Medium
SR-101204,Parks & Recreation,Tree Trimming Request,2025-09-30,Resolved,2025-10-08,8,2,Medium
SR-100730,Water Utilities,Low Water Pressure,2025-09-30,Closed,2025-10-04,4,3,Medium
SR-100760,Animal Control,Barking Complaint,2025-09-30,Closed,2025-10-20,20,4,Medium
SR-101707,Code Enforcement,Noise Complaint,2025-09-30,Closed,2025-10-02,2,1,Medium
SR-100967,Public Works,Road Debris,2025-09-30,In Progress,,345,2,Low
SR-102356,Planning,Sign Violation,2025-09-30,In Progress,,345,5,Medium
SR-101438,Public Works,Road Debris,2025-10-01,Resolved,2025-10-04,3,3,Low
SR-100685,Planning,Permit Question,2025-10-01,Closed,2025-10-11,10,4,Medium
SR-101893,Water Utilities,Billing Inquiry,2025-10-01,Resolved,2025-10-15,14,5,Low
SR-101087,Animal Control,Stray Animal,2025-10-02,Open,,343,5,Medium
SR-101171,Public Works,Sidewalk Damage,2025-10-02,Closed,2025-10-15,13,2,Medium
SR-101889,Water Utilities,Billing Inquiry,2025-10-02,Resolved,2025-10-20,18,5,Low
SR-101870,Planning,Zoning Inquiry,2025-10-03,Closed,2025-10-17,14,5,High
SR-100575,Parks & Recreation,Playground Equipment Damage,2025-10-03,In Progress,,342,4,Low
SR-101499,Parks & Recreation,Trail Erosion,2025-10-03,Closed,2025-10-24,21,3,Medium
SR-101598,Code Enforcement,Noise Complaint,2025-10-03,Resolved,2025-10-11,8,5,Low
SR-101943,Parks & Recreation,Playground Equipment Damage,2025-10-04,Closed,2025-10-13,9,4,Medium
SR-102370,Public Works,Storm Drain Blocked,2025-10-04,In Progress,,341,4,Low
SR-100863,Water Utilities,Meter Reading Issue,2025-10-04,Closed,2025-10-09,5,3,Low
SR-100376,Parks & Recreation,Trail Erosion,2025-10-04,Resolved,2025-10-18,14,3,Low
SR-102495,Public Works,Pothole Repair,2025-10-04,Open,,341,1,High
SR-102041,Water Utilities,Meter Reading Issue,2025-10-04,Resolved,2025-10-19,15,3,Medium
SR-102064,Public Works,Street Light Outage,2025-10-05,Closed,2025-11-21,47,2,High
SR-101082,Animal Control,Animal Bite Report,2025-10-05,Closed,2025-10-07,2,2,Medium
SR-101723,Code Enforcement,Abandoned Vehicle,2025-10-05,Resolved,2025-11-09,35,1,Medium
SR-101289,Animal Control,Stray Animal,2025-10-05,Closed,2025-10-09,4,1,Low
SR-100790,Code Enforcement,Unsafe Structure,2025-10-05,Closed,2025-10-06,1,5,Low
SR-101225,Code Enforcement,Noise Complaint,2025-10-06,Closed,2025-10-09,3,5,Medium
SR-102124,Public Works,Pothole Repair,2025-10-06,Resolved,2025-11-17,42,5,Low
